Blunt Object,Category of Force Event - Measured at Event Level,Disposition/Custody,DOW,Firearm,Firearm - Implied,Firearm - Replica,Force Applied - 1,Force Applied - 2,Force Applied - 3,Force Applied - 4,Force Applied - 5,Force Applied - 6,Force Applied - 7,Force Applied - 8,Hour (6Hr),Initial Call Category,Initial Call type,Knife / Edged Weapon / Stabbing Instrument,"Mental Health Crisis - Prior to Force, Perceived Lack of Compliance",Needle / Spit / Bodily Fluids,No weapon (unarmed),Officer,Officer Precinct,Officer Tenure,Other Weapon,Record ID,Subject,Subject - Race,Subject - Sex,Subject - Transient,Subject Age,Subject Instance,Subject Resistance - 1,Subject Resistance - 2,Subject Resistance - 3,Subject Resistance - 4,Subject Resistance - 5,Subject Resistance - 6,Subject Resistance - 7,Subject Resistance - 8,Type of Call,"Under the Influence of Alcohol - Prior to Force, Perceived Condition","Under the Influence of Drugs - Prior to Force, Perceived Condition",Weapon Present or reported but not used or threatened use,Record Count,Record Count,Month-Year
,III,Arrest-Felony,Sunday,,,,Resisted HC,Strikes/kicks,,,,,,,0600-1159,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",,,,No weapon (unarmed),648809,East Precinct,21,,886528406,598328,White,Male,No,22,887000000000000,Active,Aggressive,,,,,,,Dispatched,,,,1,1,Aug-18
,III,Arrest-Felony,Sunday,,,,Resisted HC,Strikes/kicks,Strikes/kicks,Strikes/kicks,Strikes/kicks,Strikes/kicks,Strikes/kicks,Control Against Resistance,1800-2359,Welfare Check,WELFARE CHECK - COLD,,,,No weapon (unarmed),232271,East Precinct,1,,893538246,1965690,White,Female,No,30,895503936,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Active,Dispatched,Yes,,,1,1,Jul-19
,III,Arrest-Felony,Sunday,,,,Resisted HC,Takedown (II and III),,,,,,,0000-0559,Arson,ARSON - PRIORITY,,,,,997941,East Precinct,4,Aerosol Flamethrower,877559076,502411,Black,Female,No,32,878061487,Active,Aggressive,,,,,,,Dispatched,,,,1,1,Dec-21
,III,Arrest-Felony,Sunday,,,,Resisted HC,Takedown (II and III),,,,,,,0000-0559,Unwanted Person,UNWANTED PERSON,,,,No weapon (unarmed),750920,Central Precinct,14,,535528843,3969547,White,Male,No,23,5360000000000000,Aggressive,Aggressive,,,,,,,Dispatched,Yes,,,1,1,Sep-18
,III,Arrest-Felony,Sunday,,,,Resisted HC,Takedown (II and III),,,,,,,1200-1759,Burglary,BURGLARY - PRIORITY *H,,,,No weapon (unarmed),1102751,East Precinct,8,,269556150,490446,Black,Male,No,31,270046596,Active,Active,,,,,,,Dispatched,,,,1,1,Feb-21
,III,Arrest-Felony,Sunday,,,,Resisted HC,Takedown (II and III),,,,,,,1200-1759,Burglary,BURGLARY - PRIORITY *H,,,,No weapon (unarmed),1090651,East Precinct,9,,269556150,490446,Black,Male,No,31,270046596,Active,Active,,,,,,,Dispatched,,,,1,1,Feb-21
,III,Arrest-Felony,Sunday,,,,Resisted HC,Takedown (II and III),Resisted HC,,,,,,0000-0559,Area/Premise Check,AREA CHECK,,,,No weapon (unarmed),269171,East Precinct,2,,102537678,465120,Hispanic,Male,No,32,103002798,Active,Active,Active,,,,,,Self-Initiated,,,,1,1,Jun-19
,III,Arrest-Felony,Sunday,,,,Resisted HC,Takedown (II and III),Resisted HC,Control Against Resistance,,,,,0000-0559,Assist,FIRE RELATED,,,Needle / Spit / Bodily Fluids,,506291,East Precinct,2,,852553706,537630,Black,Female,Yes,26,853091336,Active,Active,Active,Active,,,,,Self-Initiated,,Yes,,1,1,Oct-20
,III,Arrest-Felony,Sunday,,,,Takedown,Control Against Resistance,,,,,,,-,Restraining Order Violation,RESTRAINING ORDER VIOLATION - PRIORITY,,,,No weapon (unarmed),284070,North Precinct,10,,963519567,305485,Black,Male,Yes,31,305000000000000,Aggressive,Active,,,,,,,Dispatched,,Yes,,1,1,Nov-17
,III,Arrest-Felony,Sunday,,,,Takedown (II and III),,,,,,,,0000-0559,Alarm,ALARM - AUDIBLE,,,,,1031451,East Precinct,2,,929559267,341150,White,Male,Yes,45,929900417,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,1,1,Dec-21
,III,Arrest-Felony,Sunday,,,,Takedown (II and III),,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),1102751,Central Precinct,5,,191526829,3913117,Black,Male,No,25,1920000000000000,Active,,,,,,,,Dispatched,Yes,,,1,1,Apr-18
,III,Arrest-Felony,Sunday,,,,Takedown (II and III),,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),1122850,East Precinct,2,,175529619,628918,Hispanic,Male,No,32,176000000000000,Active,,,,,,,,Dispatched,,,,1,1,Nov-18
,III,Arrest-Felony,Sunday,,,,Takedown (II and III),,,,,,,,0000-0559,Stolen Vehicle,VEHICLE RECOVERED,,,,No weapon (unarmed),216161,East Precinct,3,,35549228,511442,Black,Male,Yes,29,36060670,Active,,,,,,,,Self-Initiated,,,,1,1,Nov-20
,III,Arrest-Felony,Sunday,,,,Takedown (II and III),,,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),784021,Central Precinct,4,,396547731,1069420,White,Female,Yes,22,397617151,Aggressive,,,,,,,,Dispatched,,Yes,,1,1,Jun-20
,III,Arrest-Felony,Sunday,,,,Takedown (II and III),,,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,,,515991,East Precinct,4,,957539217,1559803,Hispanic,Male,No,27,959099020,Aggressive,,,,,,,,Dispatched,Yes,,Weapon Present or reported but not used or threatened use,1,1,Oct-19
,III,Arrest-Felony,Sunday,,,,Takedown (II and III),,,,,,,,1200-1759,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",,,,No weapon (unarmed),940541,Central Precinct,9,,392526661,3643549,White,Male,Yes,36,3640000000000000,Active,,,,,,,,Dispatched,,,,1,1,Mar-18
,III,Arrest-Felony,Sunday,,,,Takedown (II and III),,,,,,,,1800-2359,Harassment,HARASSMENT - COLD,,,,No weapon (unarmed),552100,North Precinct,15,,332557871,3574181,Black,Male,No,25,336132052,Active,,,,,,,,Dispatched,,,,1,1,Aug-21
,III,Arrest-Felony,Sunday,,,,Takedown (II and III),,,,,,,,1800-2359,Threat,THREAT - WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,,,,981341,,2,,404548151,124400,White,Female,Yes,56,404672551,Active,,,,,,,,Dispatched,,,,1,1,Aug-20
,III,Arrest-Felony,Sunday,,,,Takedown (II and III),,,,,,,,1800-2359,Traffic Stop,TRAFFIC STOP,,,,No weapon (unarmed),571201,East Precinct,4,,941558297,4019186,Black,Female,No,26,945577483,Active,,,,,,,,Self-Initiated,,,,1,1,Sep-21
,III,Arrest-Felony,Sunday,,,,Takedown (II and III),,,,,,,,1800-2359,Welfare Check,WELFARE CHECK - PRIORITY,,,,No weapon (unarmed),616401,East Precinct,1,,984548287,4153026,White,Male,No,22,988701313,Aggressive,,,,,,,,Dispatched,,Yes,,1,1,Aug-20
,III,Arrest-Felony,Sunday,,,,Takedown (II and III),Control Against Resistance,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),1047151,Central Precinct,1,,337535821,423985,White,Male,Yes,41,337959806,Active,Active,,,,,,,Dispatched,,,,1,1,Jan-19
,III,Arrest-Felony,Sunday,,,,Takedown (II and III),Control Against Resistance,,,,,,,0000-0559,Traffic Stop,TRAFFIC STOP,,,,No weapon (unarmed),269171,East Precinct,2,,902529456,319649,Asian,Male,No,50,903000000000000,Active,Active,,,,,,,Self-Initiated,,,,1,1,Nov-18
,III,Arrest-Felony,Sunday,,,,Takedown (II and III),Control Against Resistance,Resisted HC,,,,,,0000-0559,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",,,,No weapon (unarmed),649511,East Precinct,9,,878526246,561797,Black,Male,No,18,562000000000000,Aggressive,Aggressive,Active,,,,,,Dispatched,,,,1,1,Feb-18
,III,Arrest-Felony,Sunday,,,,Takedown (II and III),Control Against Resistance,Resisted HC,,,,,,0000-0559,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",,,,No weapon (unarmed),479388,East Precinct,24,,878526246,1787475,Black,Female,No,18,1790000000000000,Aggressive,Aggressive,Active,,,,,,Dispatched,Yes,,,1,1,Feb-18
,III,Arrest-Felony,Sunday,,,,Takedown (II and III),Resisted HC,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),562201,East Precinct,1,,659536064,4013116,White,Male,No,32,663549180,Aggressive,Active,,,,,,,Dispatched,Yes,Yes,,1,1,Feb-19
,III,Arrest-Felony,Sunday,,,,Takedown (II and III),Resisted HC,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),1105751,East Precinct,4,,659536064,4013116,White,Male,No,32,663549180,Aggressive,Active,,,,,,,Dispatched,Yes,Yes,,1,1,Feb-19
,III,Arrest-Felony,Sunday,,,,Takedown (II and III),Resisted HC,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,Yes,,No weapon (unarmed),406181,East Precinct,1,,659536064,4013116,White,Male,No,32,663549180,Aggressive,Active,,,,,,,Dispatched,Yes,Yes,,1,1,Feb-19
,III,Arrest-Felony,Sunday,,,,Takedown (II and III),Resisted HC,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,Yes,,No weapon (unarmed),553201,East Precinct,1,,659536064,4013116,White,Male,No,32,663549180,Aggressive,Active,,,,,,,Dispatched,Yes,Yes,,1,1,Feb-19
,III,Arrest-Felony,Sunday,,,,Takedown (II and III),Resisted HC,,,,,,,0000-0559,Unwanted Person,UNWANTED PERSON,,,,No weapon (unarmed),958741,Central Precinct,6,,535528843,3969547,White,Male,No,23,5360000000000000,Aggressive,Aggressive,,,,,,,Dispatched,Yes,,,1,1,Sep-18
,III,Arrest-Felony,Sunday,,,,Takedown (II and III),Resisted HC,,,,,,,0000-0559,Vandalism,VANDALISM - PRIORITY,,,,,882231,North Precinct,2,,179546949,4110640,Black,Male,Yes,28,183657589,Aggressive,Active,,,,,,,Dispatched,Yes,,Weapon Present or reported but not used or threatened use,1,1,Apr-20
,III,Arrest-Felony,Sunday,,,,Takedown (II and III),Resisted HC,,,,,,,0600-1159,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",Knife / Edged Weapon / Stabbing Instrument,,,,396079,East Precinct,22,,723557715,373062,White,Male,Yes,27,723930777,Aggressive,Active,,,,,,,Dispatched,,,,1,1,Jul-21
,III,Arrest-Felony,Sunday,,,,Takedown (II and III),Resisted HC,,,,,,,0600-1159,Unwanted Person,UNWANTED PERSON,,,,No weapon (unarmed),600201,Central Precinct,3,,853556086,4184472,White,Female,No,50,857740558,Aggressive,Active,,,,,,,Dispatched,,,,1,1,Feb-21
,III,Arrest-Felony,Sunday,,,,Takedown (II and III),Resisted HC,,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),427191,East Precinct,2,,670537054,4032844,White,Male,Yes,27,674569898,Aggressive,Active,,,,,,,Dispatched,,,,1,1,Apr-19
,III,Arrest-Felony,Sunday,,,,Takedown (II and III),Resisted HC,,,,,,,1800-2359,Vandalism,VANDALISM - PRIORITY,,,,No weapon (unarmed),1053550,Central Precinct,17,,778536885,3929506,Black,Male,No,23,782466391,Aggressive,Active,,,,,,,Dispatched,,,,1,1,Apr-19
,III,Arrest-Felony,Sunday,,,,Takedown (II and III),Resisted HC,Control Against Resistance,,,,,,0000-0559,Assist,FIRE RELATED,,,Needle / Spit / Bodily Fluids,,1087651,East Precinct,9,,852553706,537630,Black,Female,Yes,26,853091336,Active,Active,Active,,,,,,Self-Initiated,,Yes,,1,1,Oct-20
,III,Arrest-Felony,Sunday,,,,Takedown (II and III),Strikes/kicks,,,,,,,1800-2359,School Incident,SCHOOL INCIDENT - PRIORITY,,,,No weapon (unarmed),213461,East Precinct,3,,740539305,4068616,Hispanic,Male,No,18,744607921,Aggressive,Aggressive,,,,,,,Dispatched,,,,1,1,Oct-19
,III,Arrest-Felony,Sunday,,,,Takedown (II and III),Strikes/kicks,Resisted HC,,,,,,1200-1759,Vandalism,VANDALISM - PRIORITY,,,,No weapon (unarmed),776021,East Precinct,4,,119546709,4122489,White,Male,Yes,34,123669198,Active,Aggressive,Active,,,,,,Dispatched,,Yes,,1,1,Mar-20
,III,Arrest-Felony,Sunday,,,,Takedown (II and III),Strikes/kicks,Strikes/kicks,Strikes/kicks,Strikes/kicks,Resisted HC,,,0000-0559,Theft,THEFT - PRIORITY,,,,,882231,North Precinct,3,,153548899,481911,Black,Male,Yes,24,154030810,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,,,Dispatched,,,Weapon Present or reported but not used or threatened use,1,1,Oct-20
,III,Arrest-Felony,Sunday,,,,Takedown (IV),,,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,Yes,,No weapon (unarmed),431191,Central Precinct,2,,317539131,3846466,Black,Male,Yes,45,321385597,Aggressive,,,,,,,,Dispatched,,Yes,,1,1,Oct-19
,III,Arrest-Felony,Sunday,Firearm,,,Takedown (II and III),Resisted HC,,,,,,,-,Escape/Pursuit,FOOT PURSUIT *H,,,,,622501,North Precinct,9,,674527264,594588,Hispanic,Male,No,24,675000000000000,Active,Active,,,,,,,Self-Initiated,Yes,,,1,1,May-18
,III,Arrest-Felony,Sunday,,,Firearm - Replica,Takedown (II and III),Resisted HC,,,,,,,1200-1759,Threat,THREAT - PRIORITY,,,Needle / Spit / Bodily Fluids,,673111,Central Precinct,4,,753556925,598907,White,Female,Yes,39,754155832,Aggressive,Aggressive,,,,,,,Dispatched,,,,1,1,May-21
,III,Arrest-Felony,Sunday,,,Firearm - Replica,Takedown (II and III),Resisted HC,Strikes/kicks,Resisted HC,,,,,1200-1759,Threat,THREAT - PRIORITY,,,,,571001,Central Precinct,5,,753556925,598907,White,Female,Yes,39,754155832,Aggressive,Aggressive,Aggressive,Aggressive,,,,,Dispatched,,,,1,1,May-21
,III,Arrest-Misdemeanor,Sunday,,,,Aerosol rest.,,,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),1090651,East Precinct,7,,641527444,595007,Asian,Male,Yes,25,642000000000000,Active,,,,,,,,Dispatched,,,,1,1,May-18
,III,Arrest-Misdemeanor,Sunday,,,,Aerosol rest.,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),565701,Central Precinct,7,,864539556,531843,White,Male,Yes,39,865071399,Active,,,,,,,,Dispatched,,,,1,1,Nov-19
,III,Arrest-Misdemeanor,Sunday,,,,Box-in VIS,,,,,,,,0000-0559,Area/Premise Check,AREA CHECK,,,,No weapon (unarmed),462588,North Precinct,26,,423525992,1907059,Black,Male,No,42,1910000000000000,Active,,,,,,,,Self-Initiated,Yes,,,1,1,Jan-18
,III,Arrest-Misdemeanor,Sunday,,,,CEW,,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),874031,North Precinct,2,,171556359,437688,Black,Female,No,29,171994047,Aggressive,,,,,,,,Dispatched,Yes,Yes,,1,1,Mar-21
,III,Arrest-Misdemeanor,Sunday,,,,CEW,CEW,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),537199,North Precinct,16,,857527006,560840,Native American,Male,Yes,34,858000000000000,Aggressive,Aggressive,,,,,,,Dispatched,Yes,,,1,1,Apr-18
,III,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,0000-0559,Assault,ASSAULT - PRIORITY,,Yes,,,882131,East Precinct,1,,390526321,591224,White,Female,No,21,591000000000000,Active,,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,1,1,Feb-18
,III,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,,,842231,North Precinct,0,Subject was reaching for one officer's gun during force event.,876526246,1838242,Asian,Male,No,23,1840000000000000,Active,,,,,,,,Dispatched,Yes,,Weapon Present or reported but not used or threatened use,1,1,Feb-18
,III,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,,,757121,North Precinct,1,Subject was reaching for one officer's gun during force event.,876526246,1838242,Asian,Male,No,23,1840000000000000,Aggressive,,,,,,,,Dispatched,Yes,,Weapon Present or reported but not used or threatened use,1,1,Feb-18
,III,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),750920,Central Precinct,13,,350526321,587330,Black,Male,No,26,587000000000000,Active,,,,,,,,Dispatched,Yes,,,1,1,Feb-18
,III,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,0000-0559,Theft,THEFT - PRIORITY,,,,No weapon (unarmed),465691,Central Precinct,7,,326528671,3683095,White,Male,No,31,3270000000000000,Active,,,,,,,,Dispatched,,,,1,1,Sep-18
,III,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,0600-1159,Area/Premise Check,CAMPING - GENERAL - POLICE USE ONLY,,,,No weapon (unarmed),711211,Central Precinct,2,,158547299,457768,White,Male,Yes,38,159005067,Aggressive,,,,,,,,Dispatched,,,,1,1,May-20
,III,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,0600-1159,Area/Premise Check,CAMPING - GENERAL - POLICE USE ONLY,,,,No weapon (unarmed),217161,Central Precinct,3,,158547299,457768,White,Male,Yes,38,159005067,Aggressive,,,,,,,,Dispatched,,,,1,1,May-20
,III,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,0600-1159,Unwanted Person,UNWANTED PERSON,,,,No weapon (unarmed),1102751,East Precinct,7,,98555698,196731,Black,Male,Yes,37,98752429,Active,,,,,,,,Dispatched,Yes,,,1,1,Jan-21
,III,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,0600-1159,Unwanted Person,UNWANTED PERSON,,,,,711211,Central Precinct,3,,167557349,558797,White,Male,Yes,33,168116146,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,1,1,Jun-21
,III,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,0600-1159,Unwanted Person,UNWANTED PERSON,,,,,673211,Central Precinct,4,,167557349,558797,White,Male,Yes,33,168116146,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,1,1,Jun-21
,III,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,0600-1159,Unwanted Person,UNWANTED PERSON,,,,,193360,Central Precinct,13,,167557349,558797,White,Male,Yes,33,168116146,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,1,1,Jun-21
,III,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,1200-1759,Vandalism,VANDALISM - PRIORITY,Knife / Edged Weapon / Stabbing Instrument,,,,703211,North Precinct,1,,645527004,587513,Black,Male,Yes,30,646000000000000,Active,,,,,,,,Dispatched,,,,1,1,Apr-18
,III,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,1200-1759,Welfare Check,WELFARE CHECK - COLD,,,,No weapon (unarmed),744120,North Precinct,12,,997528497,900612,White,Male,No,49,998000000000000,Aggressive,,,,,,,,Dispatched,,Yes,,1,1,Aug-18
,III,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),892030,Central Precinct,13,,764527185,3923268,White,Male,No,21,7650000000000000,Active,,,,,,,,Dispatched,,,,1,1,May-18
,III,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),574201,Other (please specify),1,,764527185,3923268,White,Male,No,21,7650000000000000,Active,,,,,,,,Dispatched,,,,1,1,May-18
,III,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),582901,Central Precinct,1,,108558298,584892,White,Female,Yes,24,109143190,Aggressive,Null,Null,,,,,,Dispatched,,,,1,1,Sep-21
,III,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),669512,Central Precinct,1,,108558298,584892,White,Female,Yes,24,109143190,Aggressive,Null,Null,,,,,,Dispatched,,,,1,1,Sep-21
,III,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),954441,Central Precinct,2,,108558298,584892,White,Female,Yes,24,109143190,Aggressive,Null,Null,,,,,,Dispatched,,,,1,1,Sep-21
,III,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),196561,Central Precinct,7,,864539556,531843,White,Male,Yes,39,865071399,Active,,,,,,,,Dispatched,,,,1,1,Nov-19
,III,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,1800-2359,Traffic Stop,TRAFFIC STOP,,,,No weapon (unarmed),471290,North Precinct,11,,286536220,1783251,Hispanic,Male,No,18,288319471,Active,,,,,,,,Self-Initiated,,,,1,1,Feb-19
,III,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,1800-2359,Unwanted Person,UNWANTED PERSON,,,,,574201,East Precinct,3,,93549228,949397,White,Male,Yes,29,94498625,Active,,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,1,1,Nov-20
,III,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,Aerosol rest.,,,,,,,1800-2359,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",,No,,No weapon (unarmed),987539,East Precinct,22,,217526000,407152,White,Male,No,41,407000000000000,Active,Aggressive,,,,,,,Self-Initiated,Yes,,,1,1,Jan-18
,III,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,Control Against Resistance,,,,,,,0000-0559,Collision,ACCIDENT - UNKNOWN INJURY,,,,No weapon (unarmed),239271,East Precinct,1,,271539960,1202663,White,Female,No,29,272742623,Aggressive,Active,,,,,,,Dispatched,Yes,,,1,1,Dec-19
,III,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,Control Against Resistance,,,,,,,0000-0559,Collision,ACCIDENT - UNKNOWN INJURY,,,,No weapon (unarmed),506291,East Precinct,1,,271539960,1202663,White,Female,No,29,272742623,Aggressive,Active,,,,,,,Dispatched,Yes,,,1,1,Dec-19
,III,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,Control Against Resistance,,,,,,,0000-0559,Collision,ACCIDENT - UNKNOWN INJURY,,,,No weapon (unarmed),751121,East Precinct,3,,271539960,1202663,White,Female,No,29,272742623,Aggressive,Active,,,,,,,Dispatched,Yes,,,1,1,Dec-19
,III,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,Control Against Resistance,,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,,Needle / Spit / Bodily Fluids,,573502,Training,0,,321547801,405516,Black,Male,Yes,36,321953317,Aggressive,Aggressive,,,,,,,Dispatched,,Yes,,1,1,Jul-20
,III,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,Control Against Resistance,,,,,,,1200-1759,Unwanted Person,UNWANTED PERSON,,,,No weapon (unarmed),327581,Central Precinct,4,,149540119,4065690,Black,Female,Yes,29,153605809,Active,Active,,,,,,,Dispatched,,Yes,,1,1,Dec-19
,III,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,Control Against Resistance,,,,,,,1200-1759,Welfare Check,WELFARE CHECK - COLD,,,,No weapon (unarmed),265271,Other (please specify),1,,997528497,900612,White,Male,No,49,998000000000000,Active,Active,,,,,,,Dispatched,,Yes,,1,1,Aug-18
,III,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,Control Against Resistance,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,,No weapon (unarmed),1085552,Central Precinct,1,,108558298,584892,White,Female,Yes,24,109143190,Active,Aggressive,Null,,,,,,Dispatched,,,,1,1,Sep-21
,III,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,Control Against Resistance,Control Against Resistance,,,,,,0600-1159,Unwanted Person,UNWANTED PERSON,,,,,1122850,Central Precinct,4,,167557349,558797,White,Male,Yes,33,168116146,Active,Active,Active,Null,Null,Null,Null,Null,Dispatched,,,Weapon Present or reported but not used or threatened use,1,1,Jun-21
,III,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,Control Against Resistance,Control Against Resistance,,,,,,1200-1759,Welfare Check,WELFARE CHECK - COLD,,,,No weapon (unarmed),284070,North Precinct,11,,997528497,900612,White,Male,No,49,998000000000000,Active,Active,Active,,,,,,Dispatched,,Yes,,1,1,Aug-18
,III,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,Hobble,,,,,,,1800-2359,Unwanted Person,UNWANTED PERSON,,,,,902731,East Precinct,3,,93549228,949397,White,Male,Yes,29,94498625,Aggressive,Aggressive,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,1,1,Nov-20
